"","cause_name","sex","ageGroup","yld_nm_mean","yld_nm_upper","yld_nm_lower","yld_rt_mean","yld_rt_upper","yld_rt_lower","yll_nm_mean","yll_nm_upper","yll_nm_lower","yll_rt_mean","yll_rt_upper","yll_rt_lower"
"179","Anxiety disorders","Female","15-24",104414.5,151982,68529,1015.468,1478.16,666.439,0,0,0,0,0,0
"180","Anxiety disorders","Female","25-44",104131.75,150202,70409.625,1028.8875,1484.07,695.773,0,0,0,0,0,0
"181","Anxiety disorders","Female","45-64",93905.075,135440.25,63691.7,903.2405,1302.885,612.703,0,0,0,0,0,0
"182","Anxiety disorders","Female","65+",73609.3,104406.55,49720.95,669.893,955.246,451.2495,0,0,0,0,0,0
"183","Anxiety disorders","Male","00-14",22293.217295,32584.5242,14599.75,108.316802,158.4196055,70.9265,0,0,0,0,0,0
"184","Anxiety disorders","Male","15-24",58655.05,85969.5,38670.6,542.3245,794.957,357.5165,0,0,0,0,0,0
"185","Anxiety disorders","Male","25-44",56816.425,81389.25,38215.775,545.1825,781.01925,366.7485,0,0,0,0,0,0
"186","Anxiety disorders","Male","45-64",47822.375,69370.05,32259.175,480.47275,696.324,323.41175,0,0,0,0,0,0
"187","Anxiety disorders","Male","65+",29450.75,41762.85,19556.9,353.653,502.493,234.292,0,0,0,0,0,0
"188","Aortic aneurysm","Female","15-24",0,0,0,0,0,0,254.712,508.641,99.17945,2.474425,4.941275,0.9638735
"189","Aortic aneurysm","Female","25-44",0,0,0,0,0,0,1038.2385,2142.29,419.5275,10.22516,21.1164675,4.131015
"190","Aortic aneurysm","Female","45-64",0,0,0,0,0,0,4731.5775,8079.335,2469.0775,48.2142,81.6114,25.335075
"191","Aortic aneurysm","Female","65+",0,0,0,0,0,0,26721.92,40034.35,18200.82,205.3605,314.439,133.8179
"192","Aortic aneurysm","Male","15-24",0,0,0,0,0,0,903.182,1698.035,434.9075,8.33649,15.67295,4.01453
"193","Aortic aneurysm","Male","25-44",0,0,0,0,0,0,3096.7425,5819.1775,1588.3265,29.876525,56.21715,15.30099
"194","Aortic aneurysm","Male","45-64",0,0,0,0,0,0,15752.0175,26664.625,8797.4575,170.860325,288.67425,95.34665
"195","Aortic aneurysm","Male","65+",0,0,0,0,0,0,52194.4,84403.25,31922.85,569.86,934.7335,341.1565
"196","Appendicitis","Female","00-14",174.86575,645.3475,0,0.9765345,3.877615,0,253.3635,559.493,90.8762,1.76894,4.038955,0.607331
"197","Appendicitis","Female","15-24",180.0885,648.7425,0,1.75253,6.313625,0,125.257,317.9375,38.3493,1.218005,3.091715,0.372757
"198","Appendicitis","Female","25-44",128.65475,535.167,0,1.271815,5.28731,0,183.20825,421.42325,63.705475,1.806335,4.1533925,0.62789325
"199","Appendicitis","Female","45-64",84.32355,416.03225,0,0.80816825,3.9887025,0,599.26375,1334.215,217.19275,6.0014925,13.40537,2.1718025
"200","Appendicitis","Female","65+",58.7874,273.6825,0,0.5297165,2.65015,0,1652.3825,2992.595,666.564,13.06645,24.49,5.095665
"201","Appendicitis","Male","00-14",252.4536,890.135,0,1.35399,5.084825,0,283.7885,614.659,105.54,1.760555,3.89483,0.6326455
"202","Appendicitis","Male","15-24",265.7905,908.7835,0,2.45887,8.40673,0,261.504,558.867,100.571,2.41888,5.17098,0.930216
"203","Appendicitis","Male","25-44",175.982,691.9105,0,1.6829175,6.62958,0,293.72775,674.29025,109.041825,2.826185,6.4901,1.04914
"204","Appendicitis","Male","45-64",96.200925,433.13025,0,0.96796575,4.3707375,0,766.36525,1679.67,283.11775,8.0315225,17.62175,2.965185
"205","Appendicitis","Male","65+",60.38955,239.6115,0,0.7151325,3.01919,0,1476.477,2878.73,526.2135,16.1242,32.37695,5.714385
"206","Asperger's syndrome","Female","00-14",2851.56,4379.745,1724.3695,17.0109,26.42665,10.12478,0,0,0,0,0,0
"207","Asperger's syndrome","Female","15-24",2393.87,3778.215,1386.5,23.2888,36.75495,13.4893,0,0,0,0,0,0
"208","Asperger's syndrome","Female","25-44",2177.795,3426.4325,1273.0075,21.5221,33.8511,12.58215,0,0,0,0,0,0
"209","Asperger's syndrome","Female","45-64",1911.28,3028.185,1105.2135,18.423025,29.16265,10.6434275,0,0,0,0,0,0
"210","Asperger's syndrome","Female","65+",1472.635,2249.045,893.9315,13.68995,21.16525,8.12855,0,0,0,0,0,0
"211","Asperger's syndrome","Male","00-14",12970,19572.085,8437.08,76.119,115.4709,49.05675,0,0,0,0,0,0
"212","Asperger's syndrome","Male","15-24",10429.65,15293.1,6735.975,96.4714,141.455,62.3006,0,0,0,0,0,0
"213","Asperger's syndrome","Male","25-44",9423.48,13931.8,6042.55,90.421225,133.65075,58.008,0,0,0,0,0,0
"214","Asperger's syndrome","Male","45-64",7790.8675,11542.0725,5013.6125,78.4964,116.27675,50.556425,0,0,0,0,0,0
"215","Asperger's syndrome","Male","65+",4959.79,7236.26,3224.42,60.1144,88.1389,38.9996,0,0,0,0,0,0
"216","Assault by firearm","Female","00-14",79.221725,196.2176,17.19325,0.4232925,1.0737225,0.0874,4482.79,9842.09,1612.445,31.5488,69.1037,11.09535
"217","Assault by firearm","Female","15-24",350.3375,646.136,143.2079,3.40378,6.27964,1.3905145,16660.3,32784.25,6590.86,161.9525,318.7325,64.0633
"218","Assault by firearm","Female","25-44",644.59325,1063.3195,335.51925,6.3765625,10.51782,3.319875,12505.175,27572.1,4838.05,123.5663,272.564,47.8024
"219","Assault by firearm","Female","45-64",434.47825,749.01475,208.469,4.102785,7.0907375,1.9547075,4647.325,10521.36,1786.44425,43.468075,98.247625,16.71674
"220","Assault by firearm","Female","65+",183.9345,320.098,90.7418,1.7231,3.11468,0.7741185,1486.875,3086.39,590.369,14.85825,31.7155,5.616445
"221","Assault by firearm","Male","00-14",219.79925,426.6482,88.678,1.105609,2.197855,0.430805,8099.975,13730.045,3582.29,51.21355,85.8735,21.61435
"222","Assault by firearm","Male","15-24",1724.94,2793.89,945.4425,15.923,25.79645,8.723665,127981.5,200877.5,70812,1182.113,1855.67,654.0275
"223","Assault by firearm","Male","25-44",3070.2125,4712.9925,1855.0175,29.520325,45.325825,17.8354,68030.475,116531.6,36416.275,647.3065,1110.9165,345.8455
"224","Assault by firearm","Male","45-64",1587.8175,2504.08,933.1915,15.4528475,24.397175,9.0405525,16061.995,37656.225,6940.3,154.801925,363.31775,66.90755
"225","Assault by firearm","Male","65+",381.1935,608.7105,210.362,4.852085,7.8793,2.612775,2879.26,6275.145,1404.25,37.9877,85.3851,17.59075
"226","Assault by other means","Female","00-14",77.7225,215.7225,12.2604,0.4837485,1.418035,0.0623245,13982.565,23030.42,8017.73,126.2924,206.89285,73.244
"227","Assault by other means","Female","15-24",104.20025,192.2635,42.55735,1.0124115,1.868625,0.413235,5009.555,9962.79,2049.64,48.69885,96.8338,19.9281
"228","Assault by other means","Female","25-44",213.393,351.969,111.1503,2.109095,3.4784075,1.0988005,4156.2025,8260.32,1814.36,41.04615,81.604425,17.91385
"229","Assault by other means","Female","45-64",190.44525,328.44975,91.218275,1.8029075,3.1175575,0.85720875,2048.01625,3623.1325,1013.738,19.191025,34.070525,9.45669
"230","Assault by other means","Female","65+",166.74565,282.845,81.9657,1.35664,2.382415,0.6242925,1224.355,2463.61,617.03,10.8048,22.40745,5.24934
"231","Assault by other means","Male","00-14",96.4434,221.512,23.40315,0.594156,1.483985,0.113694,15078.02,25192.825,7512.965,132.4546,220.54865,65.5718
"232","Assault by other means","Male","15-24",63.1999,102.00945,34.86855,0.582943,0.941112,0.3214915,4594.375,10532.73,1958.985,42.40105,97.18585,18.0753
"233","Assault by other means","Male","25-44",272.49625,418.3995,164.3354,2.6320425,4.0419625,1.587316,5149.175,12981.225,2258.175,49.392125,124.41525,21.687375
"234","Assault by other means","Male","45-64",417.08475,658.76325,243.37325,4.14423,6.554985,2.4051125,4191.1525,9575.9025,1983.5425,41.1921,94.282,19.448575
"235","Assault by other means","Male","65+",238.51,374.5705,135.88375,2.748935,4.39252,1.525585,1645.635,3893.575,793.7,20.06615,47.72095,9.33519
"236","Assault by sharp object","Female","00-14",20.703945,51.08895,4.483435,0.11036745,0.2786605,0.02279105,1185.69,2355.33,579.3825,8.38549,16.1853,4.12813
"237","Assault by sharp object","Female","15-24",90.7645,166.685,37.4108,0.881551,1.619425,0.363142,4312.485,9050.705,1890.26,41.90615,87.9399,18.37035
"238","Assault by sharp object","Female","25-44",218.7125,360.67525,113.9106,2.16447,3.5690675,1.12756275,4251.79,8573.695,2002.3725,42.035775,84.7395,19.799475
"239","Assault by sharp object","Female","45-64",170.274275,293.75025,81.497525,1.6152325,2.7935525,0.767581,1811.11375,3422.6475,857.2115,17.00883,32.182075,8.0421575
"240","Assault by sharp object","Female","65+",95.41875,164.4265,47.0985,0.8636735,1.547575,0.390605,757.017,1501.935,363.743,7.338935,14.3294,3.451085
"241","Assault by sharp object","Male","00-14",31.86023,63.04605,12.0541,0.16163805,0.32895785,0.0585595,1317.345,2396.205,620.686,8.78038,15.8905,4.12723
"242","Assault by sharp object","Male","15-24",220.6555,356.3905,121.5874,2.035585,3.288475,1.1212125,16157.55,33361.9,8031.98,149.1435,307.7795,74.13045
"243","Assault by sharp object","Male","25-44",611.831,939.3505,369.27025,5.8992,9.0588125,3.5603975,12399.595,29377.35,6124.9975,118.523925,280.84875,58.494725
"244","Assault by sharp object","Male","45-64",535.95825,845.70125,314.10825,5.261785,8.31323,3.0684625,5391.755,11953.865,2539.0025,52.37965,116.6561,24.6147
"245","Assault by sharp object","Male","65+",193.2285,304.9065,108.2072,2.339775,3.760815,1.277065,1388.58,3114.44,653.7305,17.6775,39.848,8.037765
"246","Asthma","Female","00-14",73006.025,119751.5,38443.765,392.2764,644.048,206.1548,1947.65,3370.085,966.015,12.8331,23.34195,6.007345
"247","Asthma","Female","15-24",42153.35,68558.25,22661.9,410.454,667.5845,220.673,1953.575,3676.64,854.893,19.0032,35.7645,8.315025
"248","Asthma","Female","25-44",25113.6,40024.7,13684.425,248.01575,395.30075,135.14125,2870.035,4781.5375,1568.4845,28.29305,47.145875,15.459235
"249","Asthma","Female","45-64",26865.25,42130.95,14639.425,261.2115,409.631,142.30875,5533.0475,8874.6175,3393.9725,53.6563,86.043475,32.976575
"250","Asthma","Female","65+",31213.05,48986.9,17585.795,272.467,428.523,153.002,6894.375,9663.21,5180.98,57.7148,84.2258,41.77565
"251","Asthma","Male","00-14",74430.9,118244.35,39642.5,383.7752,611.143,203.6275,3230.63,5606.55,1282.3095,19.70635,35.6085,7.628535
"252","Asthma","Male","15-24",39440.35,63988.6,21333.8,365.341,592.728,197.6315,2960.21,5298.815,1338.1,27.3693,48.9945,12.3735
"253","Asthma","Male","25-44",21211.325,34307.175,11437.4,203.2225,328.66475,109.5425,2701.8025,4723.4925,1322.1975,25.89875,45.27695,12.69345
"254","Asthma","Male","45-64",19957.95,31363.775,10870.575,203.3625,319.72675,110.822,3516.56,6753.45,1983.5525,35.678475,69.79665,20.077625
"255","Asthma","Male","65+",19464.95,30808.6,10693.375,225.125,356.4765,123.897,3863.695,8920.65,2397.715,43.81235,103.8645,26.1873
"256","Atrial fibrillation and flutter","Female","00-14",238.10315,475.6109,93.927,1.2540125,2.6124815,0.477469,0,0,0,0,0,0
"257","Atrial fibrillation and flutter","Female","15-24",344.1985,682.9885,107.519,3.347685,6.643075,1.04574,0,0,0,0,0,0
"258","Atrial fibrillation and flutter","Female","25-44",900.4975,1517.752,458.41,8.854425,14.9316425,4.50272,94.31505,221.5895,30.220725,0.92842875,2.1801875,0.29794525
"259","Atrial fibrillation and flutter","Female","45-64",6379.5675,9573.4075,3949.7,65.4025,97.9706,40.570075,1531.8135,3346.5175,543.718,16.1198025,35.120465,5.7417025
"260","Atrial fibrillation and flutter","Female","65+",39028.25,55075.5,25466.67,292.629,415.112,190.1235,36566.17,70139.59,18065.02,242.68585,466.859,118.9406
"261","Atrial fibrillation and flutter","Male","00-14",394.67755,750.5935,172.1655,1.990091,3.911745,0.83639,0,0,0,0,0,0
"262","Atrial fibrillation and flutter","Male","15-24",595.218,1094.965,240.878,5.50357,10.12422,2.226335,0,0,0,0,0,0
"263","Atrial fibrillation and flutter","Male","25-44",1576.737,2550.5825,885.41,15.20056,24.5906,8.5399975,177.77575,411.24625,56.14695,1.7260675,3.99151,0.54621525
"264","Atrial fibrillation and flutter","Male","45-64",10586.9375,15730.3675,6696.825,115.062325,170.588275,72.836,3037.835,6883.96,1070.0805,33.658075,76.0767,11.9669375
"265","Atrial fibrillation and flutter","Male","65+",49218.25,70168.45,31723.05,510.844,732.747,329.594,28942.125,58786.05,14139.7,281.698,575.779,135.1731
"266","Attention-deficit hyperactivity disorder","Female","00-14",745.81960025,1238.45,402.555,3.7913533735,6.29555,2.046345,0,0,0,0,0,0
"267","Attention-deficit hyperactivity disorder","Female","15-24",558.1065,938.3005,297.152,5.435765,9.13868,2.89439,0,0,0,0,0,0
"268","Attention-deficit hyperactivity disorder","Female","25-44",104.92295,193.780925,43.2926,1.0345125,1.91088375,0.42602075,0,0,0,0,0,0
"269","Attention-deficit hyperactivity disorder","Female","45-64",2.10522575,11.10448,0,0.0187046265,0.099971925,0,0,0,0,0,0,0
"270","Attention-deficit hyperactivity disorder","Female","65+",0.00272492,0,0,4.21285e-05,0,0,0,0,0,0,0,0
"271","Attention-deficit hyperactivity disorder","Male","00-14",2534.14329235,4079.355,1410.12,12.311166276,19.8178,6.85045,0,0,0,0,0,0
"272","Attention-deficit hyperactivity disorder","Male","15-24",2171.285,3551.665,1219.3105,20.1126,32.89975,11.29487,0,0,0,0,0,0
"273","Attention-deficit hyperactivity disorder","Male","25-44",464.022225,783.13925,238.42245,4.380307,7.4023425,2.24699925,0,0,0,0,0,0
"274","Attention-deficit hyperactivity disorder","Male","45-64",10.86702425,31.143145,1.055695,0.0990467975,0.2910005,0.00945625,0,0,0,0,0,0
"275","Attention-deficit hyperactivity disorder","Male","65+",0.02365735,0,0,0.00038406955,0,0,0,0,0,0,0,0
"276","Autism","Female","00-14",5761.915,8802.86,3400.715,36.71835,56.511,21.0768,0,0,0,0,0,0
"277","Autism","Female","15-24",4183.955,6581.635,2379,40.7038,64.0317,23.14295,0,0,0,0,0,0
"278","Autism","Female","25-44",3930.8,6233.76,2206.87,38.8423,61.596975,21.80695,0,0,0,0,0,0
"279","Autism","Female","45-64",3570.845,5765.1225,1993.4825,34.47005,55.594475,19.237175,0,0,0,0,0,0
"280","Autism","Female","65+",3201.03,4898.015,1912.85,28.77855,45.2022,16.72835,0,0,0,0,0,0
"281","Autism","Male","00-14",17780.25,25987.9,11455.115,109.2387,160.0275,70.064,0,0,0,0,0,0
"282","Autism","Male","15-24",12898.6,19196.15,8118.89,119.3075,177.546,75.09815,0,0,0,0,0,0
"283","Autism","Male","25-44",11762.95,17505.55,7391.6775,112.8765,168.0025,70.93965,0,0,0,0,0,0
"284","Autism","Male","45-64",9857.545,14735.325,6292.3975,99.398775,148.34275,63.43255,0,0,0,0,0,0
"285","Autism","Male","65+",6968.525,10059.915,4492.67,82.8627,120.4585,53.10385,0,0,0,0,0,0
"286","Benign prostatic hyperplasia","Male","25-44",2112.17,3286.05,1275.67,20.214,31.4482,12.2085,0,0,0,0,0,0
"287","Benign prostatic hyperplasia","Male","45-64",52287.4,80405.825,32307.45,565.29225,868.674,349.3925,0,0,0,0,0,0
"288","Benign prostatic hyperplasia","Male","65+",92790.8,140980.35,57736.35,1069.18,1621.65,666.4035,0,0,0,0,0,0
"289","Bipolar affective disorder","Female","00-14",856.257,1681.01,245.151,4.35269,8.54523,1.2462,0,0,0,0,0,0
"290","Bipolar affective disorder","Female","15-24",17569.26,27437.85,10504.145,170.52045,266.3145,101.94835,0,0,0,0,0,0
"291","Bipolar affective disorder","Female","25-44",39971.7,60505.375,23936.3,395.4975,598.74225,236.846,0,0,0,0,0,0
"292","Bipolar affective disorder","Female","45-64",23894.675,36028.85,14394.6725,226.10625,340.976,136.02265,0,0,0,0,0,0
"293","Bipolar affective disorder","Female","65+",9141.97,14149.45,5303.78,91.76415,142.1011,53.3209,0,0,0,0,0,0
"294","Bipolar affective disorder","Male","00-14",781.137,1567.56,225.879,3.79482,7.61535,1.09734,0,0,0,0,0,0
"295","Bipolar affective disorder","Male","15-24",16038.125,25207.7,9475.55,147.8347,232.3545,87.32475,0,0,0,0,0,0
"296","Bipolar affective disorder","Male","25-44",36159.35,55297.55,21640.1,347.6835,531.87775,208.06075,0,0,0,0,0,0
"297","Bipolar affective disorder","Male","45-64",19576.925,30073.5,11548.9275,192.6425,295.88825,113.58085,0,0,0,0,0,0
"298","Bipolar affective disorder","Male","65+",6221.12,9831.095,3511.45,79.78165,126.27655,44.89565,0,0,0,0,0,0
"299","Bladder cancer","Female","15-24",2.078035,18.3875,0,0.0201971,0.178745,0,38.40495,96.5949,10.95911,0.372912,0.9374875,0.1065194
"300","Bladder cancer","Female","25-44",26.1482875,147.51475,0,0.255898875,1.44939325,0,495.567,1138.5665,164.3746,4.8597425,11.1759725,1.60901775
"301","Bladder cancer","Female","45-64",350.63875,826.89025,87.5382,3.6244375,8.4112175,0.94162725,4673.59,7692.195,2571.095,47.836825,78.2039,26.5579
"302","Bladder cancer","Female","65+",2445.8495,3786.98,1433.539,18.14045,29.39805,10.07904,18990.885,25343.35,13949.405,151.264,207.978,107.3098
"303","Bladder cancer","Male","15-24",5.03517,48.43215,0,0.04646215,0.4464005,0,75.50165,151.406,30.4635,0.697027,1.39801,0.2812395
"304","Bladder cancer","Male","25-44",65.36555,262.6226,2.9475,0.63130225,2.5372255,0.02820825,763.12375,1453.21925,360.9493,7.36966,14.0399175,3.4839145
"305","Bladder cancer","Male","45-64",1086.562,2057.5,465.38905,12.007895,22.4130725,5.28799325,12195.77,18730.195,7010.715,133.732975,204.10075,77.03835
"306","Bladder cancer","Male","65+",6742.08,10025.015,4195.68,68.6675,103.56325,42.00265,46036.6,59602.85,28631.4,495.1575,652.014,303.006
"307","Brain and nervous system cancers","Female","00-14",119.98155,474.2635,0,0.680011,2.87305,0,7126.26,15447.165,3003.5435,40.7256,100.5566,15.55436
"308","Brain and nervous system cancers","Female","15-24",90.55785,438.3905,0,0.881002,4.26401,0,3757.045,8071.05,1388.265,36.5435,78.4924,13.5056
"309","Brain and nervous system cancers","Female","25-44",127.635825,533.669,0,1.26020425,5.2706925,0,6512.5175,13269.2425,2848.93,64.209325,130.849425,28.0963
"310","Brain and nervous system cancers","Female","45-64",315.25125,996.70875,6.285325,3.140305,9.8758475,0.0682405,18563.8,34581.075,8790.7075,184.5805,343.0235,87.820075
"311","Brain and nervous system cancers","Female","65+",816.636,1838.1005,178.19555,6.61637,15.40055,1.1665875,24695.95,43683.2,11443.135,226.4455,410.081,105.38015
"312","Brain and nervous system cancers","Male","00-14",129.3042,513.1,0,0.6962385,3.002305,0,8099.73,18038.75,3290.9485,44.98775,116.6665,16.2406
"313","Brain and nervous system cancers","Male","15-24",95.5371,533.575,0,0.883555,4.934985,0,5367.05,10774.15,1986.415,49.6378,99.6771,18.3627
"314","Brain and nervous system cancers","Male","25-44",160.1675,656.90025,0,1.5411675,6.3196575,0,10315.94,19429.275,4448.1375,99.395125,187.18675,42.8481
"315","Brain and nervous system cancers","Male","45-64",404.5465,1160.79,13.173775,4.264845,12.1279225,0.146727,27948.55,49579.575,13313.05,291.6435,517.107,138.864575
"316","Brain and nervous system cancers","Male","65+",778.3355,1656.075,184.8365,8.604385,19.1727,1.696982,29849.35,51319.35,12903.7,359.968,634.055,156.8115
"317","Breast cancer","Female","15-24",23.953315,133.83535,0,0.23210065,1.296887,0,524.1945,1051.639,228.0441,5.0787,10.1902,2.2090105
"318","Breast cancer","Female","25-44",2212.53525,3695.9495,1201.79835,21.6717175,36.24332,11.7534935,30240.9875,39888.78,22667.145,297.287525,392.339175,222.60565
"319","Breast cancer","Female","45-64",15691.625,23611.75,10066.3425,157.810575,237.7965,101.4652,122475.5,148745.5,98820.95,1209.489,1468.6075,976.10925
"320","Breast cancer","Female","65+",44808.75,67282.3,29563.95,362.508,543.755,238.8015,139876.35,164763,115470.05,1291.075,1538.535,1048.6775
"321","Cancer of other part of pharynx and oropharynx","Female","15-24",0.1592275,0,0,0.001546995,0,0,53.0425,367.8695,1.3763835,0.5171715,3.592616,0.013353005
